  -0.176221D-04   0.351461D+00  -0.565157D+00
   0.351461D+00  -0.291607D-04  -0.145440D-04
  -0.565157D+00  -0.145440D-04   0.141735D-04
  -0.503893D-02   0.850630D-05  -0.582286D-05
   0.850630D-05   0.252073D-01  -0.479345D-01
  -0.582286D-05  -0.479345D-01  -0.340519D-01
   0.317053D-04  -0.701251D+00  -0.218196D+00
  -0.701251D+00  -0.829824D-04   0.519198D-04
  -0.218196D+00   0.519198D-04   0.269857D-04
   0.110007D-01   0.936071D-04   0.111170D-04
   0.936071D-04  -0.232619D+00   0.429578D+00
   0.111170D-04   0.429578D+00   0.160532D+00
   0.140004D-04  -0.165099D-01  -0.168203D+00
  -0.165099D-01  -0.857558D-05  -0.266914D-04
  -0.168203D+00  -0.266914D-04   0.000000D+00
  -0.187618D-01   0.115045D-04  -0.209005D-04
   0.115045D-04   0.836041D-01  -0.996963D-01
  -0.209005D-04  -0.996963D-01  -0.394078D-01
   0.782681D-05  -0.335631D-01   0.134998D+00
  -0.335631D-01   0.250765D-04  -0.567350D-05
   0.134998D+00  -0.567350D-05  -0.430712D-05
   0.225050D-04  -0.975152D-01  -0.120995D+00
  -0.975152D-01  -0.620629D-04  -0.679862D-05
  -0.120995D+00  -0.679862D-05   0.425170D-05
   0.519438D+00   0.237253D-04   0.314439D-05
   0.237253D-04  -0.341265D+00  -0.627964D-01
   0.314439D-05  -0.627964D-01  -0.245531D-01
   0.232612D+00  -0.123701D-05   0.145265D-05
  -0.123701D-05   0.592423D-02  -0.244287D-01
   0.145265D-05  -0.244287D-01  -0.161254D-01
  -0.349521D-04   0.346711D-01  -0.486570D+00
   0.346711D-01   0.000000D+00  -0.431406D-04
  -0.486570D+00  -0.431406D-04  -0.667309D-05
  -0.970269D-01  -0.385240D-04   0.314652D-03
  -0.385240D-04  -0.197537D-02  -0.402225D-01
   0.314652D-03  -0.402225D-01  -0.225141D-01
  -0.667807D-05  -0.141780D+00  -0.346528D-02
  -0.141780D+00   0.119237D-04   0.219945D-05
  -0.346528D-02   0.219945D-05   0.101318D-05
  -0.388773D-01   0.404269D-02  -0.328102D-01
   0.404269D-02   0.766030D-01  -0.320359D+00
  -0.328102D-01  -0.320359D+00  -0.838898D-01
  -0.552287D-02  -0.285270D-01   0.233777D+00
  -0.285270D-01   0.107363D-01  -0.449966D-01
   0.233777D+00  -0.449966D-01  -0.117866D-01
  -0.254466D-01  -0.400054D-04  -0.468293D-05
  -0.400054D-04   0.973465D-01  -0.113235D+00
  -0.468293D-05  -0.113235D+00  -0.225306D-01
   0.111828D-04   0.421953D+00   0.485996D-01
   0.421953D+00   0.359376D-04   0.181176D-04
   0.485996D-01   0.181176D-04   0.821346D-05
  -0.517032D+00   0.362342D-04  -0.107492D-04
   0.362342D-04  -0.464138D+00  -0.944229D-01
  -0.107492D-04  -0.944229D-01  -0.776976D-01
   0.337536D-04   0.162252D-01  -0.131893D+00
   0.162252D-01   0.530771D-04  -0.160421D-05
  -0.131893D+00  -0.160421D-05   0.287183D-05
   0.128820D+00   0.391645D-04  -0.449767D-05
   0.391645D-04   0.127477D+00  -0.662188D-01
  -0.449767D-05  -0.662188D-01  -0.894327D-02
   0.177374D+01   0.341297D-04  -0.170972D-04
   0.341297D-04   0.230325D+00   0.210024D-01
  -0.170972D-04   0.210024D-01   0.342906D-01
