      1          6           0        3.601857   -0.615171    0.420754
      2          6           0        3.486560   -1.965218   -0.082593
      3          6           0        2.199467   -2.478992   -0.355989
      4          6           0        1.070042   -1.731483   -0.121857
      5          6           0        1.140938   -0.419026    0.411831
      6          6           0        2.445190    0.088441    0.654082
      7          8           0       -0.126205   -2.308264   -0.407161
      8          6           0       -1.286608   -1.643573   -0.168839
      9          6           0       -1.280747   -0.328773    0.363967
     10          6           0       -0.049570    0.301565    0.629169
     11          6           0       -2.458262   -2.305088   -0.449220
     12          6           0       -3.713466   -1.696546   -0.226352
     13          6           0       -3.747933   -0.341305    0.275219
     14          6           0       -2.552340    0.274351    0.555804
     15          6           0       -0.010983    1.664895    1.242387
     16          6           0        0.042717    2.852157    0.484810
     17          6           0        0.073710    4.087659    1.142353
     18          6           0        0.052882    4.156650    2.530435
     19          6           0       -0.000138    2.984426    3.279456
     20          6           0       -0.032010    1.748493    2.637743
     21          6           0        0.065707    2.776083   -1.009400
     22          8           0        0.099951    3.987042   -1.579474
     23          6           0        0.125118    4.043906   -3.035225
     24          8           0        0.049838    1.733101   -1.626173
     25          6           0        1.543811    3.951323   -3.565122
     26          6           0        4.925478    0.084433    0.627980
     27          6           0       -5.022869    0.455184    0.431602
     28          7           0        4.538655   -2.784438   -0.351303
     29          6           0        5.919148   -2.763642    0.155447
     30          6           0        6.621185   -4.059709   -0.232668
     31          7           0       -4.811834   -2.435534   -0.538369
     32          6           0       -6.206916   -2.310032   -0.090112
     33          6           0       -6.987808   -3.549770   -0.510276
     34          1           0        2.082766   -3.485415   -0.743241
     35          1           0        2.526878    1.102322    1.027359
     36          1           0       -2.401512   -3.317770   -0.833568
     37          1           0       -2.573304    1.291663    0.928056
     38          1           0        0.114957    4.991947    0.549702
     39          1           0        0.077707    5.121352    3.024708
     40          1           0       -0.017009    3.027073    4.363103
     41          1           0       -0.073823    0.836996    3.224458
     42          1           0       -0.331479    5.005808   -3.264792
     43          1           0       -0.503321    3.242012   -3.421824
     44          1           0        1.540431    4.084294   -4.650307
     45          1           0        1.982192    2.976150   -3.346567
     46          1           0        2.175589    4.729662   -3.131624
     47          1           0        5.513872    0.111195   -0.292609
     48          1           0        4.754418    1.118343    0.929045
     49          1           0        5.540768   -0.377902    1.401512
     50          1           0       -4.787304    1.473166    0.743163
     51          1           0       -5.569716    0.526758   -0.511923
     52          1           0       -5.701854    0.039638    1.177908
     53          1           0        4.271087   -3.679397   -0.735437
     54          1           0        5.914175   -2.655809    1.244343
     55          1           0        6.463095   -1.915870   -0.261562
     56          1           0        7.651458   -4.050074    0.126258
     57          1           0        6.649305   -4.185148   -1.318319
     58          1           0        6.127133   -4.931235    0.206258
     59          1           0       -4.596593   -3.348357   -0.913232
     60          1           0       -6.667198   -1.423928   -0.527686
     61          1           0       -6.239605   -2.201854    0.998261
     62          1           0       -8.028560   -3.462086   -0.194801
     63          1           0       -6.579769   -4.455698   -0.052993
     64          1           0       -6.979748   -3.673711   -1.596430
