      1          6           0        3.801980   -0.768591    0.463588
      2          6           0        3.629988   -2.132538    0.018044
      3          6           0        2.326435   -2.577487   -0.283582
      4          6           0        1.232899   -1.767474   -0.099320
      5          6           0        1.342998   -0.434903    0.423752
      6          6           0        2.683586    0.008388    0.655335
      7          8           0        0.017009   -2.297408   -0.427537
      8          6           0       -1.104421   -1.557593   -0.236726
      9          6           0       -1.092984   -0.261399    0.259880
     10          6           0        0.206173    0.358703    0.596618
     11          6           0       -2.302616   -2.202793   -0.560565
     12          6           0       -3.555509   -1.557179   -0.382703
     13          6           0       -3.576844   -0.226580    0.118801
     14          6           0       -2.351992    0.355499    0.423928
     15          6           0        0.275756    1.702189    1.203316
     16          6           0       -0.088162    2.896576    0.529524
     17          6           0       -0.043856    4.120252    1.210315
     18          6           0        0.355223    4.187070    2.538815
     19          6           0        0.737032    3.021603    3.202138
     20          6           0        0.702548    1.800583    2.538557
     21          6           0       -0.430407    2.854459   -0.919925
     22          8           0       -0.631346    4.076084   -1.438571
     23          6           0       -0.945603    4.160922   -2.856652
     24          8           0       -0.515347    1.828802   -1.565704
     25          6           0        0.315341    4.193124   -3.700495
     26          6           0        5.161250   -0.134542    0.626264
     27          6           0       -4.830995    0.607392    0.260263
     28          7           0        4.662096   -3.004876   -0.195783
     29          6           0        5.948966   -3.093266    0.509822
     30          6           0        6.551361   -4.479106    0.309177
     31          7           0       -4.646786   -2.318176   -0.724061
     32          6           0       -6.051223   -2.166173   -0.349627
     33          6           0       -6.844434   -3.393047   -0.781621
     34          1           0        2.163441   -3.585481   -0.650696
     35          1           0        2.821145    1.037645    0.962235
     36          1           0       -2.251943   -3.220828   -0.931083
     37          1           0       -2.362776    1.368353    0.809067
     38          1           0       -0.313700    5.021968    0.676558
     39          1           0        0.377598    5.142470    3.050928
     40          1           0        1.052870    3.060644    4.239228
     41          1           0        0.978036    0.894566    3.067391
     42          1           0       -1.512677    5.087280   -2.941971
     43          1           0       -1.584884    3.318551   -3.120659
     44          1           0        0.052395    4.346089   -4.750739
     45          1           0        0.863913    3.252975   -3.623317
     46          1           0        0.970449    5.011238   -3.393478
     47          1           0        5.771984   -0.269574   -0.270330
     48          1           0        5.057841    0.937913    0.792736
     49          1           0        5.723532   -0.540794    1.470028
     50          1           0       -4.569229    1.610494    0.598132
     51          1           0       -5.353903    0.722349   -0.693163
     52          1           0       -5.541952    0.205485    0.984718
     53          1           0        4.372330   -3.883479   -0.601884
     54          1           0        5.798348   -2.902316    1.577628
     55          1           0        6.641740   -2.337907    0.134340
     56          1           0        7.518679   -4.544833    0.809909
     57          1           0        6.713848   -4.689392   -0.751496
     58          1           0        5.908765   -5.260427    0.724731
     59          1           0       -4.424912   -3.207617   -1.150238
     60          1           0       -6.468077   -1.268067   -0.812345
     61          1           0       -6.120388   -2.030138    0.735667
     62          1           0       -7.893340   -3.274419   -0.506486
     63          1           0       -6.476099   -4.300569   -0.295589
     64          1           0       -6.801549   -3.533425   -1.864963

