   -4.02586D-01   -2.29739D+00   -7.88834D-01
   -1.38736D+00    4.98002D-01    7.43747D-02
    2.84775D-01    2.45521D+00    6.77277D-01
    3.49792D-02    4.39193D-01    1.54441D+00
   -1.88451D-01   -3.16190D+00   -1.08946D+00
    9.47473D+00   -3.48306D-01    1.88331D-01
    1.29317D+00    2.61159D+00    1.66989D+00
   -1.91134D+01    8.05097D-01   -2.40396D-01
   -1.23230D+00    1.62014D+00   -1.19079D+00
   -1.85226D-01    1.57528D+00    4.10456D+00
    7.90691D+00   -1.07816D-01    5.32067D-01
    5.15576D-02    1.52446D+00   -4.60274D+00
    1.44665D+00    1.23727D-02   -1.14914D-01
    7.73118D-02    4.94476D+00   -2.06638D+00
    7.22897D+00   -4.47773D-01    9.69419D-02
    7.13055D-01    2.16357D+00   -1.81939D-01
   -1.15752D-01   -5.46854D-03   -3.06513D+00
   -6.01799D-01   -3.79985D+00   -1.93301D-01
   -2.62951D+01    1.13375D+00   -5.88992D-01
    6.13093D+00    4.11596D-01    2.57086D-01
    3.01582D-01    1.22588D+01    2.81691D+00
   -5.25129D-01   -1.12388D+01   -3.52402D+00
   -2.22124D+00    1.07072D-01   -5.52625D-02
    3.41225D-02    2.69876D+00    1.23843D+00
   -6.26686D-01   -3.57951D-01   -2.04123D+00
    4.72983D-01   -6.57296D-01   -3.38251D+00
   -9.82972D-02   -1.19155D+00    7.36858D-01
   -1.21643D-01   -1.66021D+00    1.97913D+00
    3.86256D+01   -1.41180D+00    7.73388D-01
    5.55933D-01    1.44580D+01    3.41977D+00
    6.72478D-01    1.50878D+01    4.56184D+00
   -4.68266D+00    9.69299D-01   -7.93382D-01
    1.67903D+00    2.52270D+00   -1.95413D+00
    1.17253D-01   -3.16297D+00   -2.59932D+00
    1.82888D-01    3.55724D+00    2.99812D+00
    2.75122D+00    8.76225D-01   -2.03395D+00
    7.79227D+00    3.47220D-01    6.01336D-01
   -1.85988D+00    2.59635D+00    1.88216D+00
    2.68370D+00   -1.91576D+00    1.96209D+00
    1.67255D+00   -6.80962D-01   -2.02690D+00
   -1.44606D+00   -5.69060D-01   -2.32071D+00
   -2.47859D+00   -1.36730D+00   -5.13939D-01
    1.83000D+00   -2.02445D+00   -4.60164D-01
   -2.60905D+00    2.31220D-01   -4.48458D+00
    1.69165D+00   -2.40974D+00    5.27036D+00
   -1.78925D+00   -2.90122D+00    6.20662D+00
    7.61640D-01   -2.88157D+00    1.97207D+00
   -2.17213D+00   -2.45025D+00   -7.21121D-01
    1.66590D+00   -3.53436D+00   -8.88757D-01
   -4.86710D+00    8.67570D-01   -5.44098D-01
   -3.66305D+00   -1.08518D+00    5.57321D-01
   -1.83726D-01   -4.88952D+00    1.97944D-01
   -5.16248D-02   -9.64772D-01   -2.52319D-01
    1.66121D+00   -4.71617D-01   -1.05677D-01
   -3.88288D-01   -2.13135D+00   -7.47942D-01
   -9.59396D-02   -2.58652D+00    5.61181D-01
   -2.20947D+00   -6.29437D-01   -2.18466D-01
    6.84479D-01   -2.03303D+00   -5.00966D-01
    3.95876D-02   -1.40710D+00   -3.23168D+00
   -1.60469D-02   -9.61116D-01   -6.63827D-01
   -1.03529D+01    2.99748D-01   -2.38342D-01
    1.77236D-01    7.89647D+00    2.55522D+00
